teamIDfg,Team,Season,AVG,OBP,SLG,RBI,batter_SO,batter_BB,batter_war,ERA,SV,K/9,WHIP,oppenent_avg,BABIP,pitcher_war,FP,run_diff,Win_Percentage
21,HOU,2013,0.24,0.299,0.375,566,1535,426,1.9,4.79,32,6.78,1.49,0.269,0.303,2.2,0.979,-238,0.3148148148148148
22,LAD,2013,0.264,0.326,0.396,618,1146,476,25.5,3.25,46,8.02,1.23,0.239,0.291,20.6,0.982,67,0.5679012345679012
23,MIL,2013,0.252,0.311,0.398,610,1183,407,22.6,3.84,40,7.02,1.29,0.251,0.286,5.3,0.981,-47,0.4567901234567901
24,WSN,2013,0.251,0.313,0.398,621,1192,464,17.6,3.59,47,7.69,1.23,0.245,0.291,17.3,0.982,30,0.5308641975308642
25,NYM,2013,0.237,0.306,0.366,593,1384,512,16.5,3.78,40,7.37,1.29,0.251,0.295,18.1,0.985,-65,0.4567901234567901
26,PHI,2013,0.248,0.306,0.384,578,1205,417,8.9,4.34,32,7.51,1.37,0.26,0.306,13.7,0.984,-139,0.4506172839506173
27,PIT,2013,0.245,0.313,0.396,603,1330,469,22.8,3.27,55,7.72,1.23,0.234,0.285,16.8,0.984,57,0.5802469135802469
28,STL,2013,0.269,0.332,0.401,745,1110,481,26.1,3.43,44,7.73,1.24,0.244,0.297,17.3,0.988,187,0.5987654320987654
29,SDP,2013,0.245,0.308,0.378,578,1309,467,18.6,3.98,40,7.24,1.33,0.251,0.292,8.4,0.986,-82,0.4691358024691358
30,SFG,2013,0.26,0.32,0.381,596,1078,469,26.9,4.0,41,7.81,1.31,0.247,0.295,7.1,0.982,-62,0.4691358024691358
1,LAA,2014,0.259,0.322,0.406,729,1266,492,30.4,3.58,46,8.15,1.22,0.233,0.285,14.5,0.986,143,0.6049382716049383
2,BAL,2014,0.256,0.311,0.422,681,1285,401,27.4,3.44,53,7.23,1.24,0.241,0.28,12.9,0.986,112,0.5925925925925926
3,BOS,2014,0.244,0.316,0.369,601,1337,535,17.3,4.01,36,7.45,1.32,0.256,0.301,10.6,0.985,-81,0.4382716049382716
4,CHW,2014,0.253,0.31,0.398,625,1362,417,13.3,4.3,36,7.2,1.41,0.261,0.306,10.7,0.982,-98,0.4506172839506173
5,CLE,2014,0.253,0.317,0.389,644,1189,504,14.1,3.57,40,8.89,1.27,0.247,0.309,20.3,0.981,16,0.5246913580246914
6,DET,2014,0.277,0.331,0.426,731,1144,443,24.8,4.01,41,7.7,1.33,0.259,0.312,19.7,0.983,52,0.5555555555555556
7,KCR,2014,0.263,0.314,0.376,604,985,380,18.8,3.51,53,7.25,1.26,0.247,0.292,17.2,0.983,27,0.5493827160493827
8,MIN,2014,0.254,0.324,0.389,675,1329,544,16.2,4.58,38,6.47,1.39,0.276,0.315,14.3,0.984,-62,0.43209876543209874
9,NYY,2014,0.245,0.307,0.38,591,1133,452,18.1,3.75,48,8.49,1.23,0.246,0.298,17.5,0.984,-31,0.5185185185185185
10,OAK,2014,0.244,0.32,0.381,686,1104,586,21.2,3.22,31,7.65,1.14,0.23,0.272,17.4,0.982,157,0.5432098765432098
11,SEA,2014,0.244,0.3,0.376,600,1232,396,16.4,3.17,51,8.16,1.17,0.227,0.275,13.6,0.986,80,0.5370370370370371
12,TBR,2014,0.247,0.317,0.367,586,1124,527,20.3,3.56,37,8.84,1.21,0.231,0.286,14.1,0.985,-13,0.47530864197530864
13,TEX,2014,0.256,0.314,0.375,597,1162,417,11.6,4.49,33,7.0,1.41,0.268,0.31,9.3,0.982,-136,0.41358024691358025
14,TOR,2014,0.259,0.323,0.414,690,1151,502,22.2,4.0,45,7.48,1.31,0.25,0.294,14.2,0.985,37,0.5123456790123457
15,ARI,2014,0.248,0.302,0.376,573,1165,398,13.0,4.26,35,7.96,1.34,0.26,0.312,8.2,0.983,-127,0.3950617283950617
16,ATL,2014,0.241,0.305,0.36,545,1369,472,12.8,3.38,54,8.05,1.27,0.245,0.3,18.6,0.986,-24,0.4876543209876543
17,CHC,2014,0.239,0.3,0.385,590,1477,442,15.4,3.92,37,8.06,1.3,0.247,0.304,20.5,0.983,-93,0.4506172839506173
18,CIN,2014,0.238,0.296,0.365,562,1252,415,14.7,3.59,44,8.03,1.24,0.233,0.277,12.8,0.988,-17,0.4691358024691358
19,COL,2014,0.276,0.327,0.445,721,1281,397,17.0,4.86,24,6.75,1.44,0.27,0.307,7.2,0.983,-63,0.4074074074074074
20,MIA,2014,0.253,0.317,0.378,614,1419,501,16.6,3.79,42,7.35,1.33,0.259,0.31,16.7,0.984,-29,0.47530864197530864
21,HOU,2014,0.242,0.309,0.383,596,1442,495,13.7,4.14,31,7.11,1.34,0.256,0.299,9.9,0.983,-94,0.43209876543209874
22,LAD,2014,0.265,0.333,0.406,686,1246,519,31.8,3.4,47,8.44,1.21,0.239,0.292,19.5,0.983,101,0.5802469135802469
23,MIL,2014,0.25,0.311,0.397,617,1197,423,20.8,3.67,45,7.69,1.25,0.246,0.289,10.9,0.984,-7,0.5061728395061729
24,WSN,2014,0.253,0.321,0.393,635,1304,517,26.2,3.03,45,7.88,1.16,0.241,0.294,24.3,0.984,131,0.5925925925925926
25,NYM,2014,0.239,0.308,0.364,602,1264,516,17.8,3.49,42,8.01,1.28,0.244,0.295,12.7,0.983,11,0.4876543209876543
26,PHI,2014,0.242,0.302,0.363,584,1306,443,11.6,3.81,40,7.69,1.31,0.246,0.295,16.6,0.987,-68,0.4506172839506173
27,PIT,2014,0.259,0.33,0.404,659,1244,520,31.4,3.49,48,7.59,1.26,0.242,0.29,8.2,0.983,51,0.5432098765432098
28,STL,2014,0.253,0.32,0.369,585,1133,471,18.1,3.5,55,7.59,1.24,0.239,0.286,15.9,0.985,16,0.5555555555555556
29,SDP,2014,0.226,0.292,0.342,500,1294,468,11.7,3.27,41,8.03,1.22,0.236,0.289,12.2,0.983,-42,0.47530864197530864
30,SFG,2014,0.255,0.311,0.388,636,1245,427,25.4,3.5,46,7.52,1.17,0.237,0.282,9.4,0.984,51,0.5432098765432098
1,LAA,2015,0.246,0.307,0.396,621,1150,435,17.1,3.94,46,7.63,1.26,0.244,0.285,12.2,0.984,-14,0.5246913580246914
2,BAL,2015,0.25,0.307,0.421,686,1331,418,17.7,4.05,43,7.73,1.32,0.253,0.298,15.8,0.987,20,0.5
3,BOS,2015,0.265,0.325,0.415,706,1148,478,17.9,4.34,40,7.57,1.36,0.261,0.305,11.8,0.984,-5,0.48148148148148145
4,CHW,2015,0.25,0.306,0.38,595,1231,404,8.8,3.98,37,8.42,1.32,0.256,0.311,17.4,0.983,-79,0.4691358024691358
5,CLE,2015,0.256,0.325,0.401,640,1157,533,19.1,3.68,38,8.84,1.19,0.235,0.288,21.1,0.987,29,0.5031055900621118
6,DET,2015,0.27,0.328,0.42,660,1259,455,17.1,4.64,35,6.84,1.37,0.264,0.298,11.7,0.986,-114,0.45962732919254656
7,KCR,2015,0.269,0.322,0.412,689,973,383,21.8,3.74,56,7.19,1.28,0.246,0.286,13.8,0.985,83,0.5864197530864198
8,MIN,2015,0.247,0.305,0.399,661,1264,439,12.1,4.07,45,6.52,1.33,0.265,0.3,16.0,0.986,-4,0.5123456790123457
9,NYY,2015,0.251,0.323,0.421,737,1227,554,20.7,4.03,48,8.46,1.3,0.25,0.3,18.4,0.985,66,0.5370370370370371
10,OAK,2015,0.251,0.312,0.395,661,1119,475,11.3,4.16,28,7.34,1.3,0.25,0.289,13.0,0.979,-35,0.41975308641975306
11,SEA,2015,0.249,0.311,0.411,624,1336,478,17.4,4.16,45,7.89,1.31,0.253,0.298,9.1,0.985,-70,0.4691358024691358
12,TBR,2015,0.252,0.314,0.406,612,1310,436,19.6,3.74,60,8.39,1.23,0.237,0.284,14.7,0.984,2,0.49382716049382713
13,TEX,2015,0.257,0.325,0.413,707,1233,503,21.6,4.25,45,6.83,1.36,0.259,0.294,11.0,0.981,18,0.5432098765432098
14,TOR,2015,0.269,0.34,0.457,852,1151,570,36.7,3.81,34,6.98,1.21,0.245,0.278,13.7,0.985,221,0.5740740740740741
15,ARI,2015,0.264,0.324,0.414,680,1312,490,21.6,4.05,44,7.46,1.33,0.254,0.294,10.6,0.986,7,0.4876543209876543
16,ATL,2015,0.251,0.314,0.359,548,1107,471,9.9,4.41,44,7.25,1.41,0.263,0.305,7.0,0.985,-187,0.41358024691358025
17,CHC,2015,0.244,0.321,0.398,657,1518,567,25.4,3.36,48,8.81,1.15,0.23,0.287,22.9,0.982,81,0.5987654320987654
18,CIN,2015,0.248,0.312,0.394,613,1255,496,16.5,4.35,35,7.75,1.36,0.253,0.297,10.8,0.985,-114,0.3950617283950617
19,COL,2015,0.265,0.315,0.432,702,1283,388,9.7,5.04,36,7.02,1.51,0.278,0.318,8.3,0.985,-107,0.41975308641975306
20,MIA,2015,0.26,0.31,0.384,575,1150,375,15.3,4.04,35,7.27,1.32,0.25,0.294,12.2,0.987,-65,0.4382716049382716
21,HOU,2015,0.25,0.315,0.437,691,1392,486,26.1,3.57,39,7.99,1.2,0.238,0.285,18.9,0.986,111,0.5308641975308642
22,LAD,2015,0.25,0.326,0.413,638,1258,563,29.0,3.46,47,8.69,1.18,0.239,0.296,19.7,0.988,72,0.5679012345679012
23,MIL,2015,0.251,0.307,0.393,624,1299,412,12.6,4.28,40,7.9,1.36,0.257,0.303,9.9,0.981,-82,0.41975308641975306
24,WSN,2015,0.251,0.321,0.403,665,1344,539,17.9,3.62,41,8.42,1.21,0.246,0.3,22.2,0.985,68,0.5123456790123457
25,NYM,2015,0.244,0.312,0.4,654,1290,488,24.6,3.45,50,8.23,1.18,0.239,0.288,19.0,0.986,70,0.5555555555555556
26,PHI,2015,0.249,0.303,0.382,586,1274,387,8.8,4.69,35,7.22,1.45,0.275,0.316,10.3,0.981,-183,0.3888888888888889
27,PIT,2015,0.26,0.323,0.396,661,1322,461,24.0,3.23,54,8.08,1.24,0.245,0.302,19.5,0.981,101,0.6049382716049383
28,STL,2015,0.253,0.321,0.394,619,1267,506,23.6,2.94,62,8.17,1.25,0.242,0.297,20.6,0.984,122,0.6172839506172839
29,SDP,2015,0.243,0.3,0.385,623,1327,426,16.4,4.09,41,8.7,1.31,0.248,0.303,9.7,0.985,-81,0.4567901234567901
30,SFG,2015,0.267,0.326,0.406,663,1159,457,29.5,3.73,41,7.26,1.23,0.243,0.283,8.8,0.987,69,0.5185185185185185
1,LAA,2016,0.26,0.322,0.405,686,991,471,16.6,4.28,29,7.19,1.39,0.266,0.301,8.0,0.983,-10,0.4567901234567901
2,BAL,2016,0.256,0.317,0.443,710,1324,468,21.3,4.22,54,7.84,1.36,0.255,0.299,15.7,0.987,29,0.5493827160493827
3,BOS,2016,0.282,0.348,0.461,836,1160,558,32.3,4.0,43,8.51,1.27,0.243,0.293,18.8,0.987,184,0.5740740740740741
4,CHW,2016,0.257,0.317,0.41,656,1285,455,16.4,4.12,43,7.9,1.34,0.254,0.298,17.1,0.984,-29,0.48148148148148145
5,CLE,2016,0.262,0.329,0.43,733,1246,531,24.2,3.86,37,8.71,1.24,0.24,0.289,18.2,0.985,101,0.5838509316770186
6,DET,2016,0.267,0.331,0.438,719,1303,493,19.9,4.24,47,7.76,1.32,0.256,0.3,18.5,0.987,29,0.5341614906832298
7,KCR,2016,0.261,0.312,0.4,640,1224,382,11.8,4.21,41,8.04,1.35,0.256,0.298,12.1,0.984,-37,0.5
8,MIN,2016,0.251,0.316,0.421,690,1426,513,15.8,5.09,26,7.43,1.45,0.279,0.319,10.7,0.979,-167,0.36419753086419754
9,NYY,2016,0.252,0.314,0.405,647,1188,475,14.8,4.16,48,8.78,1.26,0.246,0.292,18.7,0.985,-22,0.5185185185185185
10,OAK,2016,0.246,0.304,0.395,634,1145,442,4.4,4.51,42,7.46,1.34,0.259,0.299,13.7,0.984,-108,0.42592592592592593
11,SEA,2016,0.259,0.326,0.43,735,1288,506,23.4,4.0,49,8.14,1.28,0.25,0.292,14.5,0.985,61,0.5308641975308642
12,TBR,2016,0.243,0.307,0.426,647,1482,449,17.1,4.2,42,8.56,1.32,0.251,0.297,10.6,0.984,-41,0.41975308641975306
13,TEX,2016,0.262,0.322,0.433,746,1220,436,17.6,4.38,56,7.2,1.37,0.257,0.292,12.6,0.984,8,0.5864197530864198
14,TOR,2016,0.248,0.33,0.426,728,1362,632,23.7,3.79,43,8.1,1.23,0.24,0.282,16.8,0.986,93,0.5493827160493827
15,ARI,2016,0.261,0.32,0.432,709,1427,463,16.5,5.09,31,8.17,1.49,0.271,0.32,10.1,0.983,-138,0.42592592592592593
16,ATL,2016,0.255,0.321,0.384,615,1240,502,12.2,4.51,39,7.63,1.35,0.251,0.293,9.0,0.983,-130,0.422360248447205
17,CHC,2016,0.256,0.343,0.429,767,1339,656,35.9,3.15,38,8.88,1.11,0.209,0.255,18.8,0.983,252,0.639751552795031
18,CIN,2016,0.256,0.316,0.408,678,1284,452,10.8,4.91,28,7.75,1.45,0.259,0.29,1.0,0.983,-138,0.41975308641975306
19,COL,2016,0.275,0.336,0.457,805,1330,494,20.9,4.92,37,7.7,1.45,0.27,0.317,13.1,0.982,-15,0.46296296296296297
20,MIA,2016,0.263,0.322,0.394,626,1213,447,19.8,4.05,55,8.65,1.36,0.247,0.303,15.5,0.985,-27,0.4906832298136646
21,HOU,2016,0.247,0.319,0.417,689,1452,554,24.5,4.06,44,8.56,1.29,0.253,0.306,17.6,0.987,23,0.5185185185185185
22,LAD,2016,0.249,0.319,0.409,680,1321,525,21.9,3.7,47,9.35,1.19,0.23,0.288,20.0,0.986,87,0.5617283950617284
23,MIL,2016,0.244,0.322,0.407,641,1543,599,15.2,4.1,46,7.37,1.38,0.259,0.3,11.1,0.978,-62,0.4506172839506173
24,WSN,2016,0.256,0.326,0.426,735,1252,536,22.8,3.52,46,9.1,1.19,0.231,0.288,23.5,0.988,151,0.5864197530864198
25,NYM,2016,0.246,0.316,0.417,649,1302,517,21.6,3.58,55,8.68,1.27,0.25,0.308,21.5,0.985,54,0.5370370370370371
26,PHI,2016,0.24,0.301,0.385,575,1376,424,7.4,4.64,43,8.14,1.35,0.26,0.304,13.9,0.984,-186,0.4382716049382716
27,PIT,2016,0.257,0.332,0.402,696,1334,561,22.2,4.22,51,7.64,1.4,0.262,0.306,9.0,0.982,-29,0.484472049689441
28,STL,2016,0.255,0.325,0.443,745,1318,526,24.4,4.08,38,8.02,1.32,0.254,0.304,16.6,0.983,67,0.5308641975308642
29,SDP,2016,0.235,0.299,0.39,654,1500,449,9.8,4.44,35,7.64,1.38,0.254,0.296,8.6,0.982,-84,0.41975308641975306
30,SFG,2016,0.258,0.329,0.398,675,1107,572,24.1,3.69,43,8.07,1.21,0.24,0.287,14.2,0.988,84,0.5370370370370371
1,LAA,2017,0.243,0.315,0.397,678,1198,523,16.3,4.2,43,8.2,1.28,0.249,0.289,11.0,0.986,1,0.49382716049382713
2,BAL,2017,0.26,0.312,0.435,713,1412,392,10.6,4.97,35,7.7,1.45,0.266,0.302,8.6,0.984,-98,0.46296296296296297
3,BOS,2017,0.258,0.329,0.407,735,1224,571,15.2,3.73,39,9.59,1.25,0.243,0.303,23.2,0.982,117,0.5740740740740741
4,CHW,2017,0.256,0.314,0.417,670,1397,401,16.0,4.78,25,7.55,1.42,0.252,0.281,4.4,0.981,-114,0.41358024691358025
5,CLE,2017,0.263,0.339,0.449,780,1153,604,28.9,3.3,37,10.08,1.16,0.234,0.303,30.4,0.987,254,0.6296296296296297
6,DET,2017,0.258,0.324,0.424,699,1313,503,10.4,5.36,32,7.62,1.5,0.278,0.32,11.5,0.985,-159,0.3950617283950617
7,KCR,2017,0.259,0.311,0.42,660,1166,390,12.0,4.63,39,7.61,1.39,0.262,0.303,13.7,0.987,-89,0.49382716049382713
8,MIN,2017,0.26,0.334,0.434,781,1342,593,28.6,4.6,42,7.31,1.37,0.263,0.296,8.9,0.987,27,0.5246913580246914
9,NYY,2017,0.262,0.339,0.447,821,1386,616,28.7,3.75,36,9.69,1.21,0.226,0.28,23.4,0.984,198,0.5617283950617284
10,OAK,2017,0.246,0.319,0.436,708,1491,565,17.2,4.67,35,7.56,1.36,0.258,0.294,9.6,0.98,-87,0.46296296296296297
11,SEA,2017,0.259,0.325,0.424,714,1267,487,24.0,4.46,39,7.77,1.31,0.25,0.283,9.3,0.982,-22,0.48148148148148145
12,TBR,2017,0.245,0.317,0.422,671,1538,545,20.1,3.99,53,8.42,1.26,0.239,0.283,15.0,0.983,-10,0.49382716049382713
13,TEX,2017,0.244,0.32,0.43,756,1493,544,11.1,4.7,29,6.95,1.4,0.259,0.289,11.2,0.982,-17,0.48148148148148145
14,TOR,2017,0.24,0.312,0.412,661,1327,542,8.7,4.42,45,8.43,1.37,0.255,0.303,16.6,0.985,-91,0.4691358024691358
15,ARI,2017,0.254,0.329,0.445,776,1456,578,21.4,3.67,43,9.26,1.27,0.237,0.294,22.9,0.982,153,0.5740740740740741
16,ATL,2017,0.263,0.326,0.412,706,1184,474,14.7,4.72,36,7.86,1.42,0.259,0.302,9.0,0.984,-89,0.4444444444444444
17,CHC,2017,0.255,0.338,0.437,785,1401,622,26.5,3.95,38,8.95,1.28,0.236,0.285,16.8,0.984,127,0.5679012345679012
18,CIN,2017,0.253,0.329,0.433,715,1329,565,21.7,5.17,33,8.18,1.45,0.259,0.296,5.3,0.986,-116,0.41975308641975306
19,COL,2017,0.273,0.338,0.444,793,1408,519,14.2,4.51,47,7.95,1.38,0.26,0.305,18.6,0.987,67,0.5370370370370371
20,MIA,2017,0.267,0.331,0.431,743,1282,486,25.8,4.82,34,7.5,1.44,0.258,0.298,5.5,0.988,-44,0.47530864197530864
21,HOU,2017,0.282,0.346,0.478,854,1087,509,37.2,4.12,45,9.91,1.27,0.238,0.3,19.0,0.983,196,0.6234567901234568
22,LAD,2017,0.249,0.334,0.437,730,1380,649,30.6,3.38,51,9.65,1.15,0.225,0.281,21.7,0.985,190,0.6419753086419753
23,MIL,2017,0.249,0.322,0.429,695,1571,547,22.6,4.0,54,8.38,1.34,0.249,0.298,17.1,0.981,35,0.5308641975308642
24,WSN,2017,0.266,0.332,0.449,796,1327,542,22.9,3.88,46,9.06,1.24,0.236,0.287,23.0,0.985,147,0.5987654320987654
25,NYM,2017,0.25,0.32,0.434,713,1291,529,20.0,5.01,34,8.62,1.49,0.268,0.319,8.7,0.984,-128,0.43209876543209874
26,PHI,2017,0.25,0.315,0.409,654,1417,494,11.1,4.57,33,8.18,1.39,0.261,0.304,14.3,0.986,-92,0.4074074074074074
27,PIT,2017,0.244,0.318,0.386,635,1213,519,10.0,4.23,36,7.88,1.37,0.26,0.306,16.6,0.984,-63,0.46296296296296297
28,STL,2017,0.256,0.334,0.426,728,1348,593,25.6,4.01,43,8.38,1.3,0.249,0.298,15.7,0.984,56,0.5123456790123457
29,SDP,2017,0.234,0.299,0.393,576,1499,460,9.3,4.7,45,8.34,1.38,0.256,0.299,7.9,0.981,-212,0.4382716049382716
30,SFG,2017,0.249,0.309,0.38,612,1204,467,9.0,4.5,32,7.65,1.38,0.264,0.308,11.4,0.985,-137,0.3950617283950617
1,LAA,2018,0.242,0.313,0.413,690,1300,514,20.3,4.15,35,8.68,1.32,0.246,0.294,12.2,0.987,-1,0.49382716049382713
2,BAL,2018,0.239,0.298,0.391,593,1412,422,4.7,5.19,28,7.57,1.5,0.273,0.31,7.1,0.982,-270,0.29012345679012347
3,BOS,2018,0.268,0.339,0.453,829,1253,569,32.3,3.75,46,9.61,1.25,0.234,0.294,18.5,0.987,229,0.6666666666666666
4,CHW,2018,0.241,0.302,0.401,639,1594,425,11.4,4.85,34,7.89,1.43,0.251,0.292,9.8,0.981,-192,0.38271604938271603
5,CLE,2018,0.259,0.332,0.434,786,1189,554,26.4,3.77,41,9.54,1.2,0.241,0.298,22.0,0.986,170,0.5617283950617284
6,DET,2018,0.241,0.3,0.38,597,1341,428,4.3,4.6,37,7.67,1.34,0.255,0.291,10.0,0.984,-166,0.3950617283950617
7,KCR,2018,0.245,0.305,0.392,606,1310,427,7.9,4.95,33,7.27,1.46,0.271,0.309,6.7,0.987,-195,0.35802469135802467
8,MIN,2018,0.25,0.318,0.405,704,1328,534,17.0,4.5,37,8.59,1.38,0.253,0.302,11.4,0.984,-37,0.48148148148148145
9,NYY,2018,0.249,0.329,0.451,821,1421,625,29.7,3.78,49,10.1,1.24,0.235,0.3,24.5,0.984,182,0.6172839506172839
10,OAK,2018,0.252,0.325,0.439,778,1381,550,30.4,3.82,44,7.6,1.21,0.234,0.27,13.5,0.985,139,0.5987654320987654
11,SEA,2018,0.254,0.314,0.408,644,1221,430,19.1,4.13,60,8.25,1.24,0.249,0.295,16.5,0.985,-34,0.5493827160493827
12,TBR,2018,0.258,0.333,0.406,664,1388,540,22.7,3.75,52,8.83,1.2,0.227,0.278,17.4,0.986,70,0.5555555555555556
13,TEX,2018,0.24,0.318,0.404,696,1484,555,11.2,4.92,42,7.05,1.4,0.267,0.299,10.9,0.98,-111,0.41358024691358025
14,TOR,2018,0.244,0.312,0.427,680,1387,499,14.8,4.85,39,8.15,1.41,0.261,0.306,8.5,0.983,-123,0.4506172839506173
15,ARI,2018,0.235,0.31,0.397,658,1460,560,18.7,3.73,39,8.91,1.25,0.236,0.289,12.0,0.988,49,0.5061728395061729
16,ATL,2018,0.257,0.324,0.417,717,1290,511,25.1,3.75,40,8.79,1.28,0.226,0.278,15.1,0.986,102,0.5555555555555556
17,CHC,2018,0.258,0.333,0.41,722,1388,576,26.8,3.65,46,8.13,1.31,0.237,0.284,14.1,0.983,116,0.5828220858895705
18,CIN,2018,0.254,0.328,0.401,665,1376,559,17.2,4.65,38,7.86,1.4,0.262,0.3,8.7,0.984,-123,0.41358024691358025
19,COL,2018,0.256,0.322,0.435,748,1397,507,15.7,4.33,51,8.73,1.31,0.247,0.299,17.1,0.988,35,0.558282208588957
20,MIA,2018,0.237,0.303,0.357,554,1384,455,10.4,4.76,30,7.8,1.38,0.25,0.29,2.4,0.986,-220,0.391304347826087
21,HOU,2018,0.255,0.329,0.425,763,1197,565,32.1,3.11,46,10.44,1.1,0.215,0.283,28.6,0.989,263,0.6358024691358025
22,LAD,2018,0.25,0.333,0.442,756,1436,647,34.1,3.4,48,9.54,1.15,0.228,0.284,19.0,0.983,194,0.5644171779141104
23,MIL,2018,0.252,0.323,0.424,711,1458,537,28.7,3.73,49,8.8,1.24,0.229,0.279,14.5,0.982,95,0.588957055214724
24,WSN,2018,0.254,0.335,0.419,737,1289,631,23.6,4.04,40,8.82,1.25,0.239,0.287,16.4,0.989,89,0.5061728395061729
25,NYM,2018,0.234,0.312,0.389,649,1404,566,16.3,4.07,41,8.91,1.27,0.243,0.295,17.9,0.985,-31,0.47530864197530864
26,PHI,2018,0.234,0.314,0.393,653,1520,582,13.2,4.15,44,9.12,1.29,0.245,0.303,19.7,0.979,-51,0.49382716049382713
27,PIT,2018,0.254,0.317,0.407,665,1229,474,19.2,4.0,40,8.38,1.31,0.247,0.296,14.9,0.982,-1,0.5093167701863354
28,STL,2018,0.249,0.321,0.409,725,1380,525,21.5,3.85,43,8.27,1.34,0.241,0.293,14.4,0.978,68,0.5432098765432098
29,SDP,2018,0.235,0.297,0.38,583,1523,471,9.7,4.41,36,8.64,1.34,0.252,0.305,12.4,0.983,-150,0.4074074074074074
30,SFG,2018,0.239,0.3,0.368,573,1467,448,6.0,3.95,36,7.82,1.31,0.247,0.293,14.1,0.984,-96,0.4506172839506173
1,LAA,2019,0.247,0.324,0.422,734,1276,586,17.1,5.12,32,8.76,1.38,0.252,0.29,7.5,0.984,-99,0.4444444444444444
2,BAL,2019,0.246,0.31,0.415,698,1435,462,5.7,5.67,27,7.78,1.46,0.268,0.295,6.9,0.982,-252,0.3333333333333333
3,BOS,2019,0.269,0.34,0.466,857,1382,590,27.9,4.7,33,9.99,1.38,0.249,0.312,16.5,0.985,73,0.5185185185185185
4,CHW,2019,0.261,0.314,0.414,676,1549,378,11.3,4.91,33,8.36,1.43,0.26,0.302,13.2,0.98,-124,0.4472049689440994
5,CLE,2019,0.25,0.323,0.432,731,1332,563,23.5,3.79,42,9.44,1.22,0.238,0.291,21.0,0.985,112,0.5740740740740741
6,DET,2019,0.24,0.294,0.388,556,1595,391,-1.9,5.26,31,8.59,1.46,0.271,0.317,10.3,0.981,-333,0.2919254658385093
7,KCR,2019,0.247,0.309,0.401,655,1405,456,6.7,5.2,37,7.77,1.48,0.27,0.311,7.9,0.988,-178,0.36419753086419754
8,MIN,2019,0.27,0.338,0.494,906,1334,525,31.9,4.18,50,9.0,1.3,0.254,0.309,23.7,0.981,185,0.6234567901234568
9,NYY,2019,0.267,0.339,0.49,904,1437,569,30.7,4.31,50,9.57,1.3,0.246,0.296,17.9,0.982,204,0.6358024691358025
10,OAK,2019,0.249,0.327,0.448,800,1338,578,26.1,3.97,45,7.98,1.24,0.239,0.278,18.8,0.987,165,0.5987654320987654
11,SEA,2019,0.237,0.316,0.424,730,1581,588,17.5,5.0,34,7.75,1.38,0.26,0.291,5.4,0.978,-135,0.41975308641975306
12,TBR,2019,0.254,0.325,0.431,730,1493,542,25.8,3.67,46,9.9,1.17,0.229,0.29,24.5,0.985,113,0.5925925925925926
13,TEX,2019,0.248,0.319,0.431,765,1578,534,8.8,5.09,33,8.63,1.46,0.266,0.312,14.2,0.982,-68,0.48148148148148145
14,TOR,2019,0.236,0.305,0.428,697,1514,509,11.8,4.79,33,8.32,1.43,0.257,0.3,8.9,0.984,-102,0.41358024691358025
15,ARI,2019,0.252,0.323,0.434,778,1360,540,23.5,4.25,45,8.77,1.31,0.248,0.295,12.9,0.986,70,0.5246913580246914
16,ATL,2019,0.258,0.336,0.452,824,1467,619,27.3,4.2,44,8.64,1.36,0.253,0.302,12.4,0.987,112,0.5987654320987654
17,CHC,2019,0.252,0.331,0.452,783,1460,581,25.6,4.1,38,9.01,1.32,0.247,0.3,16.9,0.981,97,0.5185185185185185
18,CIN,2019,0.244,0.315,0.422,679,1436,492,11.0,4.18,46,9.71,1.26,0.232,0.286,19.8,0.984,-10,0.46296296296296297
19,COL,2019,0.265,0.326,0.456,803,1503,489,11.7,5.58,28,7.85,1.49,0.273,0.308,6.0,0.984,-123,0.4382716049382716
20,MIA,2019,0.241,0.298,0.375,593,1469,395,2.0,4.74,27,8.59,1.35,0.242,0.281,5.8,0.984,-193,0.35185185185185186
21,HOU,2019,0.274,0.352,0.495,891,1166,645,42.0,3.66,47,10.28,1.13,0.219,0.27,24.2,0.988,280,0.6604938271604939
22,LAD,2019,0.257,0.338,0.472,861,1356,607,34.4,3.39,44,9.46,1.1,0.22,0.271,25.4,0.982,273,0.654320987654321
23,MIL,2019,0.246,0.329,0.438,744,1563,629,23.5,4.4,50,9.23,1.33,0.243,0.292,12.5,0.983,3,0.5493827160493827
24,WSN,2019,0.265,0.342,0.454,824,1308,584,28.3,4.28,40,9.45,1.29,0.241,0.296,21.7,0.985,149,0.5740740740740741
25,NYM,2019,0.257,0.328,0.442,767,1384,516,24.7,4.25,38,9.36,1.3,0.248,0.304,19.8,0.983,54,0.5308641975308642
26,PHI,2019,0.246,0.319,0.427,742,1453,562,17.7,4.53,36,8.62,1.37,0.257,0.298,8.5,0.984,-20,0.5
27,PIT,2019,0.265,0.321,0.42,722,1213,425,12.6,5.19,31,9.02,1.45,0.264,0.315,8.7,0.98,-153,0.42592592592592593
28,STL,2019,0.245,0.322,0.415,714,1420,561,22.7,3.82,52,8.72,1.27,0.235,0.283,14.9,0.989,102,0.5617283950617284
29,SDP,2019,0.238,0.308,0.41,652,1581,504,11.0,4.63,47,9.27,1.3,0.248,0.299,15.2,0.98,-107,0.43209876543209874
